content,discuss,id,share,support,time
迪丽热巴#迪丽热巴白色西装# 太好看了 ??,94,只是喜欢你本人而已,87,809,11月21日 15:28
哎呀迪丽热巴今天过来国际慈善日活动呀～真好看 ??,147,米兰家的大熊喵,346,1343,11月21日 14:26
迪丽热巴在线清唱《上学歌》，声音太奶太酥了，最后捂脸害羞太可爱了哈哈哈#迪丽热巴白色西装# L深扒君的微博视频 ??,561,深扒君,547,1366,11月21日 14:44
"想了很久还是决定发到超话 ～我是昨天和热巴通电话的交易员之一也是入坑很久的爱丽丝 日常闭麦其实不太习惯发自己相关的物料 但是！！热巴对我凤九式撒娇了 还对我飞吻（怕我没听见还飞了两次） 视频是在国际的朋友帮我拍的现场 我自己也公放录音了 然后合成了这版 还是想分享给所有爱热巴 ??  展开全文c                
                    想了很久还是决定发到超话 ～我是昨天和热巴通电话的交易员之一也是入坑很久的爱丽丝 日常闭麦其实不太习惯发自己相关的物料 但是！！热巴对我凤九式撒娇了 还对我飞吻（怕我没听见还飞了两次） 视频是在国际的朋友帮我拍的现场 我自己也公放录音了 然后合成了这版 还是想分享给所有爱热巴的爱丽丝们 视频绝对不可以二传二改 谢谢迪丽热巴 L等灯等灯2002的微博视频 收起全文d",1205,等灯等灯2002,1222,9104,11月22日 22:38
#迪丽热巴黑纱抹胸礼裙# 姐姐这个也太好看了向我走来了走来了@Dear-迪丽热巴 #金鸡奖闭幕式# cr.水印 La帥比姚的微博视频 ??,25,a帥比姚,57,752,11月23日 17:52
迪丽热巴冷??·热My Princess??@Dear-迪丽热巴 ??,271,甜热热的豆浆,226,1431,11月21日 21:50
爆料！燃！#迪丽热巴耳环掉了#迪丽热巴耳环坏掉特别版MV[Heartbeats]#歌手#唯美浪漫天籁！浓情！惊艳！直击！ L青荷蝶梦的微博视频 ??,370,青荷蝶梦,93,1097,11月23日 23:11
#迪丽热巴耳环掉了一只# 网友真是眼尖的放大镜！迪丽热巴耳环掉了，麻烦你们找找康哦，眼尖的朋友们 ??,112,追剧娘,103,218,11月23日 19:30
迪丽热巴#冬日万能穿搭公式# 每次看见带着帽子的姐姐就感觉好暖和冬日暖阳 迪丽热巴dlrbCr:水印 L糖一勺盐一口_的微博视频 ??????,46,糖一勺盐一口_,36,652,11月24日 10:13
#迪丽热巴耳环掉了# 耳环掉了也是是贵族公主 ??,131,7xiie,325,2655,11月23日 21:29
#迪丽热巴黑纱抹胸礼裙#第28届中国金鸡百花电影节闭幕式红毯迪丽热巴造型，黑纱抹胸礼裙搭配飘逸花朵装饰点缀，优雅迷人，性感撩人，太美了期待热巴的红毯吖L电影频道融媒体中心的微博视频 #金鸡奖阵容# ??,26,新文化网,5,324,11月23日 16:44
#迪丽热巴白色西装# 好久没搞图了~@Dear-迪丽热巴 ??,24,-四月十二時-,15,436,11月21日 16:19
迪丽热巴#迪丽热巴耳环掉了一只# 还有啊@Dear-迪丽热巴 cr: dy Ljustlovesdlrb的微博视频 ??,56,justlovesdlrb,151,793,11月23日 23:11
#迪丽热巴黑纱抹胸礼裙# 我觉得全世界都应该看看这个视频！！！！！！ L电影频道融媒体中心的微博视频 ??????,96,辛能能RR,86,720,11月23日 16:53
迪丽热巴这张图好像即将要继承亿万家产的家族长女粉丝心声 ??,695,粉丝心声,734,6427,11月21日 21:43
迪丽热巴#迪丽热巴# 起得比我上班还早只拍到了一个走出贵宾室的背影厦门今天好热，但是她好像穿了个棉袄？？ L_小大的微博视频 ??,193,_小大,218,1377,11月23日 10:26
迪丽热巴 虽然有点模糊，但是尽力了～ L曼旭668的微博视频 ??,44,曼旭668,71,874,11月23日 21:22
来品品迪丽热巴最新图！网友热议迪丽热巴看起来像视察工作的家族长女，你们觉得如何？ ??,169,八兔每日爆料,118,1383,11月22日 09:34
#嘉人谈资# 近日，迪丽热巴亮相活动，身着白色西装搭配烈焰红唇，又A又飒，中分长卷发，明艳大方，姐姐的西装真的太鲨我了~ ??,181,嘉人,35,840,11月23日 13:00
迪丽热巴在厦门金鸡百花电影节现场！ 2厦门 L每日萌宠物语的微博视频 ??,58,每日萌宠物语,80,825,11月23日 18:31
#当别人说你长得像明星时#  如果有人说你长得像迪丽热巴，那他一定在夸你好看带你们回顾一下61绝酷街舞直拍LGemini0603_迪丽热巴个站的微博视频 ??,328,YUSIYE樱桃,85,2026,11月24日 13:08
#迪丽热巴黑纱抹胸礼裙##金鸡奖阵容#迪丽热巴卧槽！！！啊啊啊啊啊啊啊啊啊啊！！今日迪丽热巴美貌鉴赏！！！殿堂级回眸大赏！！！！！@Dear-迪丽热巴 L电影频道融媒体中心的微博视频 ??????,29,过气小花睡小迪,58,458,11月23日 16:44
#女生穿旗袍有多撩人# 女星旗袍风情万种韵味十足，诠释不经意间的撩人，撩动你的心！刘亦菲和迪丽热巴，同穿旗袍谁最撩人？ 刘亦菲和迪丽热巴，同穿旗袍谁最撩人？ ??,230,圈太妹,234,5841,11月22日 18:50
迪丽热巴近日录制综艺的路透图，肤白貌美太迷人了，生图如此优越！ ??,127,女明星私服,61,2143,11月21日 09:54
迪丽热巴 三分妩媚 五分清冷 还带着两分高傲您真的太好看了@Dear-迪丽热巴 ??,148,_晞月,105,899,11月24日 11:00
#迪丽热巴白色西装# 参加2019上海国际货币经纪慈善日活动生图太好看了 迪丽热巴 ??,192,值得为你融化-Fanfan,211,1682,11月21日 14:37
异域风情 美中贵族 迪丽热巴的美诠释了东方女性美的定义！太完美了 @Dear-迪丽热巴 #迪丽热巴# L娱记小王子的微博视频 ??,5,娱记小王子,9,196,11月24日 16:54
#迪丽热巴黑纱抹胸礼裙##金鸡奖红毯#迪丽热巴金鸡奖红毯，优雅大方好好看@Dear-迪丽热巴 L芒果影视台的微博视频 ??,36,芒果影视台,11,365,11月23日 18:36
被迪丽热巴这张图惊到了，好像家族长女，即将继承亿万家产 ??,317,娱乐圈小青年,162,4387,11月21日 20:25
迪丽热巴自己开的眼镜店，因为喜欢热巴，刚把亓那品牌拿下来 LDear胖菲儿的微博视频 ??,609,Dear胖菲儿,34,2493,11月24日 18:41
迪丽热巴和杨幂的红毯造型，你们觉得谁的气质更胜一筹？  ??#迪丽热巴耳环掉了##杨幂泪痣配红裙# 杨幂和迪丽热巴谁的气质更胜一筹 ??,52,圈娱没有圈,6,6577,11月23日 19:53
#迪丽热巴黑纱抹胸礼裙# 俏皮不失性感，你们期待今天晚上#迪丽热巴# 的表现吗？ ??,121,扒掌门,100,237,11月23日 15:52
有网友发现今晚迪丽热巴的耳环掉了一只，搜索之后发现这丢的耳环还真的价值不菲… ??,74,嗑瓜子每日专用,110,430,11月23日 19:53
#迪丽热巴白凤九##MIKIMOTO亚洲代言人迪丽热巴# 公主走路都是带风的cr.dy zhaonanshan L迪妹的毛裤的微博视频 ??,92,迪妹的毛裤,172,825,11月24日 17:21
迪丽热巴#迪丽热巴生来好动# 谢谢我的姐妹??看到新鲜巴了@Dear-迪丽热巴 L小仙女的贩卖机的微博视频 ??,87,小仙女的贩卖机,30,812,11月23日 16:41
#酷酷的爱豆# 热巴也太美了吧！！！@Dear-迪丽热巴 又美又飒，气场超强#迪丽热巴白色西装# ??,392,酷我音乐,116,1858,11月21日 14:59
迪丽热巴 我报名了【饭圈有你】#饭制视频赛道#，快来pick我，送我在#粉丝嘉年华#出道吧！ ????现在还有人过6·1吗？????用电影预告的方式打开生日会《我热·爱的演唱会》@Dear-迪丽热巴 BGM：Queen L拉迪休·HD的微博视频 ??,209,拉迪休·HD,191,1008,11月22日 00:07
迪丽热巴迪丽热巴一袭黑纱抹胸礼裙，即将亮相第28届中国金鸡百花电影节闭幕式红毯～太美了@Dear-迪丽热巴 ??,44,八鹅吃瓜蜀黍,10,242,11月23日 16:10
#刘诗诗白色鱼尾流苏裙##迪丽热巴黑纱抹胸礼裙#来看看金鸡颁奖典礼上的小花刘诗诗和迪丽热巴造型！ 一黑一白，谁更可？ ??,244,柚子娱乐,326,3808,11月23日 16:16
"鹿晗和关晓彤明面上并不高调，但是私下两人很黏糊，一有空闲时间就跑出去度假游玩。鹿晗之前参加真人秀录制时，曾和常驻嘉宾迪丽热巴炒过一段时间的cp，两人还有个陆地夫妇cp粉。他刚去参加某颁奖活动，迪丽热巴也在场，恰好有个画面，鹿晗侧脸偏向了迪丽热巴方向，就被人截屏定格拿出来说鹿晗在看迪丽 ??  展开全文c                
                    鹿晗和关晓彤明面上并不高调，但是私下两人很黏糊，一有空闲时间就跑出去度假游玩。鹿晗之前参加真人秀录制时，曾和常驻嘉宾迪丽热巴炒过一段时间的cp，两人还有个陆地夫妇cp粉。他刚去参加某颁奖活动，迪丽热巴也在场，恰好有个画面，鹿晗侧脸偏向了迪丽热巴方向，就被人截屏定格拿出来说鹿晗在看迪丽热巴，为此两人的CP粉激动不已...不知道是哪家出的招，太损了~ 收起全文d",448,毒舌扒姨太,85,7964,11月24日 07:00
#金鸡奖直播# #金鸡奖嘉宾排队安检# 杨幂、刘诗诗、迪丽热巴过金鸡奖安检图，三位美女真是什么镜头都不在怕的~ ??,601,吃瓜鹅每日搬,115,26373,11月23日 17:19
#迪丽热巴耳环掉了##迪丽热巴白凤九# 阿投来发一发生日会的可爱巴巴 @Dear-迪丽热巴 LDear迪丽热巴后援会的微博视频 ??,45,Dear迪丽热巴打投组,37,384,11月23日 20:46
迪丽热巴    #迪丽热巴耳环掉了#都来康大美女绝美回眸！！！！！！！！康大美女的曼妙仪态！！！！ L溪午未闻钟_的微博视频 ??,147,溪午未闻钟_,365,1072,11月23日 17:30
迪丽热巴 啊啊啊生图我斯了 ??,86,南宫旧人,60,595,11月23日 18:12
#迪丽热巴白色西装#迪丽热巴国际货币经纪慈善通话L星闻揭秘的秒拍视频 ??,139,喜欢傲娇迪,153,1421,11月21日 16:34
匆匆走过还是那么动人@Dear-迪丽热巴 c:dy#mikimoto御木本亚洲代言人迪丽热巴##迪丽热巴白凤九# LYUSIYE樱桃的微博视频 ??,51,YUSIYE樱桃,36,432,11月24日 16:44
迪丽热巴× 红裙造型???? 美女就适合穿明艳的颜色~ ??,132,娱乐潮流,121,706,11月22日 16:03
组里总结了90小花代名词，演技实绩周冬雨、流量迪丽热巴、国民度郑爽，你们认同谁 ?????? 你们认同谁？ ??,224,圈内密探,136,4249,11月24日 14:24
#Dilraba style# ??迪丽热巴 191124厦门????上海上衣 |@Supreme官方微博 FW18饭拍cr.@马洱鲤 @Dear-迪丽热巴 ??,122,Princess_S·迪丽热巴,68,1709,11月24日 09:53
#迪丽热巴耳环掉了# #迪丽热巴耳环掉了一只# 虽然但是，迪丽热巴耳环掉了一只？啊啊啊啊不要啊快去找找啊！热巴今晚好美的！耳环不能掉队！！！@Dear-迪丽热巴 迪丽热巴 ??,411,娱小圈,232,2241,11月23日 18:53
金鸡奖内场座位，刘昊然右边坐着杨幂左边坐着迪丽热巴，都是大美女慕了#迪丽热巴耳环掉了##杨幂泪痣配红裙# L影视圈豆豆的微博视频 ??,63,影视圈豆豆,83,1761,11月23日 20:08
#迪丽热巴耳环掉了# 一笑倾城，再笑倾国，沉鱼落雁的美人儿。@Dear-迪丽热巴 L小小晨曦7467的微博视频 ??,24,守护热巴的骑士,36,414,11月23日 21:30
#迪丽热巴黑纱抹胸礼裙#迪丽热巴金鸡百花奖闭幕式造型也来了，黑纱抹胸礼裙搭配飘逸花朵装饰点缀，配合公主系半扎发，清纯与性感的巧妙结合，期待今晚的热巴#迪丽热巴耳环掉了# ??,368,FashionPush,326,1201,11月23日 16:47
#金鸡奖直播#红毯上#明道帮迪丽热巴挡镜头#，绅士手暖心搀扶，男神很绅士～ ??,99,芭莎电影,48,1205,11月23日 21:49
#欧阳娜娜 红裙礼服# #迪丽热巴黑纱抹胸礼裙#今晚金鸡颁奖，迪丽热巴和欧阳娜娜都选择了曳地大摆纱裙的造型出席 你喜欢谁的造型 ??,146,八组天真妹,131,5624,11月23日 15:51
迪丽热巴 x #第27届中国金鸡百花电影节#。Dress：@ELIESAAB官方微博 2020resort Jewelry：@MIKIMOTO御木本 ??,135,Mirrocal,58,2490,11月23日 16:03
迪丽热巴#新晋红线仙迪丽热巴# 臭美迪迪@Dear-迪丽热巴 ??,96,DwB-豆,131,622,11月21日 20:18
组里发了一张迪丽热巴和素人的大合照，并说这才是女明星吧，你们get到她的美丽了吗？ ??,384,瓜鹅子bot,137,3726,11月21日 20:30
迪丽热巴 今天迪丽热巴的广告商真是给力，大家觉得????吗？ ??,106,瓜鹅兔组长,12,1632,11月23日 21:35
迪丽热巴迪丽热巴白色西装 迪丽热巴上海国际货币经纪慈善日热巴仙女终于营业了，太好看了吧@Dear-迪丽热巴  #迪丽热巴白色西装# ??,138,八鹅吃瓜蜀黍,26,467,11月21日 13:08
迪丽热巴啊啊啊啊啊啊姐姐!   !   !我不许有人没看过! ! ! L痛快的帅哥他女人的微博视频 ??,187,痛快的帅哥他女人,219,3566,11月23日 21:21
#百视通现场直击##小咖在现场#@Dear-迪丽热巴 亮相第28届中国金鸡百花电影节闭幕式红毯，一袭黑纱抹胸礼裙，配以飘逸花朵装饰的点缀，优雅迷人，气质满分！更多#金鸡百花电影节#最新动态，请关注【百视通IPTV娱乐】和@爱逗-IDOL  LBesTV百视通的微博视频 ??,118,BesTV百视通,184,1637,11月23日 18:34
#迪丽热巴白色西装# 来看迪丽热巴今日活动生图！状态如何 ??,177,八组兔区热爆,114,1161,11月21日 14:40
#金鸡红毯不用挨冻了# #金鸡奖#迪丽热巴黑纱抹胸礼裙，低调又奢华~太可了！！果然暖暖的厦门大家走红毯都很舒适~ L娱乐星追踪的微博视频 ??,184,娱乐星追踪,220,2916,11月23日 18:18
"【“小狐狸”和“帝君”来陆家嘴金融城啦！】#迪丽热巴##高伟光# 《三生三世十里桃花》白凤九和帝君的扮演者迪丽热巴和高伟光来陆家嘴金融城啦！今天下午，上海国际货币经纪第十二届“慈善日”活动在位于陆家嘴的公司总部举行，邀请到了迪丽热巴和高伟光前来助阵。短暂的开场活动后，迪丽热巴和高伟光 ??  展开全文c                
                    【“小狐狸”和“帝君”来陆家嘴金融城啦！】#迪丽热巴##高伟光# 《三生三世十里桃花》白凤九和帝君的扮演者迪丽热巴和高伟光来陆家嘴金融城啦！今天下午，上海国际货币经纪第十二届“慈善日”活动在位于陆家嘴的公司总部举行，邀请到了迪丽热巴和高伟光前来助阵。短暂的开场活动后，迪丽热巴和高伟光将变身明星经纪人，与专业经纪人一起“争分夺秒”促进成交，并把当天交易佣金全部捐出，为偏远山村输入师资力量。迪丽热巴高伟光 收起全文d",187,浦东发布,88,6372,11月21日 14:20
#迪丽热巴耳环掉了# 热巴金鸡奖红毯上耳环掉了，就剩一边也气场不变 ??,118,八组兔区专用,110,481,11月23日 19:11
迪丽热巴随手拍都这么好看我老婆 ??,101,KEVIN_chikong,37,651,11月23日 17:54
迪丽热巴【2019.11.22】二十四节气之｜小雪｜-冬日来临-来晒出你所在城市的冬日风光吧～拍照时要注意保暖哟 @Dear-迪丽热巴 cr：飞飞#二十四节气##你的热爱都如愿# ??,85,DI-WARRIOR大院,46,727,11月22日 10:46
迪丽热巴热巴今天在朋友公司！努力让他帮忙蹭签名照中，但是已经兴奋到失联了 ??,318,薛小驴不爱早起,301,2246,11月21日 14:50
迪丽热巴#迪丽热巴白色西装# 什么颜色的西装都???? 今日份#TheFashionista时髦范儿# 依旧是A爆的迪总 ??,569,QINA亓那眼镜,178,3837,11月21日 14:40
#刘昊然左边迪丽热巴右边杨幂# #刘昊然人生赢家# 刘昊然什么命啊！转发这个刘昊然，明天你也美女围绕#AI哇金鸡# L小咪在现场的微博视频 ??,178,小咪在现场,169,3353,11月23日 19:05
迪丽热巴、杨紫白色西装，你更能get到谁？ 谁赢了？ ??,131,吃瓜鹅小组爆料,37,5593,11月22日 07:45
金鸡奖闭幕式红毯候场 热聊中的迪丽热巴 期待红毯@Dear-迪丽热巴 #金鸡奖阵容#迪丽热巴 L芒果之家的微博视频 ??,75,芒果之家,31,924,11月23日 17:03
#狐妖小红娘代言人迪丽热巴# ——————  小红狐?? @Dear-迪丽热巴 #迪丽热巴小公主# ??,40,辛能能RR,56,428,11月21日 17:38
#迪丽热巴黑纱抹胸礼裙# 迪丽热巴穿了仙牌Elie Saab2020早春成衣，迪丽热巴又戴了顶奢御木本首饰，优雅大方，性感迷人～ 今天一整套都是战袍  ??,157,Flechazo_r,71,1296,11月23日 15:52
迪丽热巴 x 金鸡奖|迪丽热巴 身穿Elie Saab 2020早春度假系列出席，碎花抹胸裙清新性感 ??,160,时尚封面杂志贴,114,1207,11月23日 15:52
迪丽热巴#迪丽热巴耳环掉了# 迪丽热巴黑纱抹胸礼裙入场+后台真的太迷人了@Dear-迪丽热巴 cr:中国电影报道 L我的偶像是个奇葩的微博视频 ??,2,我的偶像是个奇葩,8,143,11月24日 01:28
迪丽热巴 厦门太难了，迪丽热巴的女人辛苦了 ??,254,生煎少女,15,1166,11月23日 10:08
迪丽热巴 迪丽热巴这张照片是不是有一种家族长女即视感，感觉要继承几个亿的家产了哈哈哈哈哈这气质什么水平？ ??,194,修生鱿鱼,129,2205,11月22日 11:39
迪丽热巴迪丽热巴穿着巨难借到的仙牌Elie Saab早春礼服，戴着御木本刚刚公布的新百万首饰，鞋子是高奢皇室御用，五官精致面容无可挑剔，但眉间微微蹙起心想着：这天好热啊！明明昨天还在裹着小被子！！ ??,134,辛能能RR,74,1320,11月23日 16:16
"大家都可以自诩自家女顶流，女顶流这个名称不是谁家的专利，但是以后要踩着迪丽热巴说自家女顶流，请拿出这个配置：高定 / 仙牌礼服＋顶奢珠宝+皇室御用鞋履主流颁奖典礼第一排热一仅挂了3小时达：2.6亿阅读量10.1万讨论量粉丝多线控评40个破万与女星控评全部第一且占满前排缺一不可，少一项就 ??  展开全文c                
                    大家都可以自诩自家女顶流，女顶流这个名称不是谁家的专利，但是以后要踩着迪丽热巴说自家女顶流，请拿出这个配置：高定 / 仙牌礼服＋顶奢珠宝+皇室御用鞋履主流颁奖典礼第一排热一仅挂了3小时达：2.6亿阅读量10.1万讨论量粉丝多线控评40个破万与女星控评全部第一且占满前排缺一不可，少一项就属于碰瓷，望周知 收起全文d",479,酪梨泥精,981,9407,11月23日 23:35
迪丽热巴 啊啊啊啊，见到了，还跟我们打招呼，收获了爱情 L王执事V的微博视频 ??,60,王执事V,93,713,11月24日 07:57
迪丽热巴 啊啊啊啊啊卧槽 ??,495,Encore猫酱,824,1849,11月23日 15:14
欧阳娜娜摄影师真的一战成名，现在赵丽颖粉丝，迪丽热巴粉丝都在微博底下求合作 ??????,206,娱乐追击令,25,2597,11月23日 23:08
迪丽热巴#mikimoto亚洲代言人迪丽热巴# 优秀的姐姐坐第一排cr:dy L南宫旧人的微博视频 ??,36,南宫旧人,59,780,11月24日 10:43
迪丽热巴这张抓拍图真的绝了！网友：嘉行摄影师.麻烦好好学习下吧 ??,212,娱乐扒少,181,2705,11月24日 08:10
迪丽热巴 亮相第28届中国金鸡百花电影节闭幕式妆发：张进 ??,517,时尚造型师张进,68,7736,11月23日 22:48
迪丽热巴#女生穿西装有多绝# 让我想起了之前姐姐穿西装的酷酷样子迪丽热巴dlrbCr:dy L糖一勺盐一口_的微博视频 ??,40,糖一勺盐一口_,36,507,11月21日 20:13
#追过最不后悔的明星#｜迪丽热巴陷于颜值忠于人品 L布加迪迪畏的微博视频 ??,120,布加迪迪畏,118,2425,11月22日 03:45
#迪丽热巴黑纱抹胸礼裙# 今天迪丽热巴是一只黑天鹅吗？黑纱抹胸礼裙太美了热巴怎么穿都美！#美女# ??,282,捕娱,170,446,11月23日 17:13
#星闻时刻##迪丽热巴白色西装# 迪丽热巴的两款西装造型，你们更喜欢哪款…… 你喜欢哪款？ ??,131,娱扒爷,21,1196,11月21日 14:10
迪丽热巴身着白色西装黑色内衬，哥哥好攻 ??,144,前线娱乐,127,786,11月21日 13:40
迪丽热巴巴姐太可爱了我们彼此相爱不用谢哈哈哈哈哈哈哈哈大家可以一直吹彩虹屁了@Dear-迪丽热巴 ??,19,a帥比姚,10,438,11月24日 11:46
迪丽热巴#迪丽热巴耳环掉了# 热巴太好看了啊啊啊啊我被迷的神魂颠倒啊啊啊 ??,414,资深剧迷橘子姐,403,4284,11月23日 21:23
“喂 您好，我是国际货币慈善交易日明星嘉宾迪丽热巴，想跟您确认一笔交易。”@Dear-迪丽热巴 ??,53,明星气质,27,1083,11月21日 13:34
迪丽热巴 即使工作室摄影再废又如何只要看到现场视频和生图迪丽热巴就是艳光四射的超级大美女我的眼里只看到她@Dear-迪丽热巴 （视频出处@ 猪离开了它的外套OO ） L被汪咬过的狐狸的微博视频 ??,33,被汪咬过的狐狸,46,375,11月23日 19:03
"#迪丽热巴耳环掉了#  我晕这是什么童话主题！   dlrb是西域公主家的小女儿，家里的大姐大哥都被邀请到北京来参加金鸡奖颁奖晚会，但没有地位只有美丽的小女儿被家人嫉妒着，把她锁在了家里的阁楼上。“我多么想去啊。”dlrb对着月光叹口气。忽然一道金光闪过，她被这道强光刺得用小臂挡住眼睛…… ??  展开全文c                
                    #迪丽热巴耳环掉了#  我晕这是什么童话主题！   dlrb是西域公主家的小女儿，家里的大姐大哥都被邀请到北京来参加金鸡奖颁奖晚会，但没有地位只有美丽的小女儿被家人嫉妒着，把她锁在了家里的阁楼上。“我多么想去啊。”dlrb对着月光叹口气。忽然一道金光闪过，她被这道强光刺得用小臂挡住眼睛……再睁开眼的时候，人已经在金鸡奖现场了半公里外了。“请尽情享受吧，”耳边一个声音响了起来，dlrb偏头一看，一只北京大喜鹊盘旋在她头顶，“但你要记得，十二点之前，必须在这个地方等我。”dlrb成了现场最美丽的女明星之一。她还认识了一位黑衣黑裤、神情温柔的男嘉宾。十一点四十的时候，dlrb忽然才意识到时候不早了。“我得走了，下次见！”某男嘉宾：等下一起走吧。dlrb：抱歉我现在就得走了。男嘉宾：那我现在跟你一起……dlrb：不用你别过来！dlrb拎着裙子，不顾男嘉宾的疑惑和追赶，冲着门口冲过去。但会场人很多，摩肩接踵之间，她的耳环被碰掉了。还有记者拍到了她单只耳朵空荡荡的照片。就这样，名不见经传的dlrb，忽然就上了热搜。 收起全文d",422,铜铁铝合金,409,4760,11月23日 20:30
迪丽热巴#金鸡百花电影节# 我恨死我自己了！昨天拼死拼活去接机！结果都没看清人，今天送机的阿丝们拍到热巴打招呼！！！热巴快休息休息吧@Dear-迪丽热巴  ??,163,马洱鲤,31,1361,11月24日 08:49
巨星真的好难追哦迪丽热巴走出通道都没注意到 在车上挥手我也没看到厦门二十几度 您也穿太多了吧 ??,227,此瓶只可给饮料用,347,1375,11月23日 09:49
一定是天气的锅 忽冷忽热@Dear-迪丽热巴 分享@Dear-迪丽热巴 的@绿洲 动态：好……好热…… 突然从冬天到夏天的感觉……完整戳>>O绿洲 迪丽热巴 ??,44,Dear迪丽热巴打投组,21,243,11月23日 15:53
#迪丽热巴耳环掉了#岁月静好的感觉背影真的太美了谢谢灏明哥帮忙提裙子L痛快的帅哥他女人的微博视频 ??,50,樱桃小丸子dd嘻嘻,49,1192,11月23日 21:46
#迪丽热巴白色西装# 白西装的热巴也太攻了，pljj什么时候来娶我，期待姐姐新剧@Dear-迪丽热巴 L西兰绿了菜花的微博视频 ??,259,西兰绿了菜花,127,1478,11月21日 14:20
#金鸡奖阵容# 金鸡奖闭幕式红毯候场，杨幂迪丽热巴聊天，热聊中的姐妹花，同框好养眼！cr:中国电影报道 L芒果捞小萌主的微博视频 ??,79,芒果捞小萌主,54,2187,11月23日 16:58
迪丽热巴佟丽娅仙女握手新疆美女好绝好养眼！ L芒果捞小萌主的微博视频 ??,148,芒果捞小萌主,165,1373,11月23日 19:38
迪丽热巴× 金鸡百花电影节造型迪丽热巴身穿Elie Saab 2020 Resort黑纱抹胸礼裙出席，红唇热巴~ ??,144,娱乐潮流,227,647,11月23日 15:45
#新晋红线仙迪丽热巴# 今天刷到的安柏大小姐，妈粉的心炸了，啊啊啊啊啊奶气小公举@Dear-迪丽热巴 #迪丽热巴swisse品牌代言人# Lerica享受生活的微博视频 ??,39,erica享受生活,33,339,11月22日 22:04
迪丽热巴#迪丽热巴白色西装# or 超飒机车服？阿丝们喜欢哪个A爆的迪迪？#迪丽热巴护舒宝# ??,309,护舒宝,38,1412,11月21日 16:42
迪丽热巴和杨幂在金鸡晚会的妆容上都有泪痣作为点睛之笔，你更喜欢谁的妆容呢 ??,295,娱乐掌盟,115,3743,11月24日 18:17
迪丽热巴和巴粉是怎样在大黑的情况下杀出一条血路的，只有巴和巴粉两个人知道"这一路走来真的好不容易！以前是没有能力保护你！如今一定要更加努力的保护你！！！ ??,166,超级可爱幼稚鬼,64,1235,11月24日 09:55
迪丽热巴金鸡奖红毯身穿黑纱抹胸礼裙的热巴简直美翻！是优雅大气的仙女小迪没错了@Dear-迪丽热巴 #金鸡奖直播##金鸡奖红毯# 视频cr·漏头眉 L芒果爱豆说的微博视频 ??,242,芒果爱豆说,135,709,11月23日 18:30
#气质超强的红毯造型# 还有人没看到这个么金鸡百花电影节闭幕式的巴姐气质超绝！美貌动人@Dear-迪丽热巴 #迪丽热巴swisse品牌代言人# La帥比姚的微博视频 ??,29,a帥比姚,17,330,11月25日 13:44
#明星沙雕舞蹈现场#哈哈哈哈迪丽热巴原创歌曲舞蹈 L布加迪迪畏的微博视频 ??,80,布加迪迪畏,60,555,11月24日 17:06
#星闻时刻##迪丽热巴耳环掉了#迪丽热巴和热依扎的同框照，你们觉得谁更好看…… ??,392,娱扒爷,53,2935,11月23日 19:57
陆地夫妇同框啦迪丽热巴鹿晗时隔超久的同框，关晓彤三秒到达现场 ??,478,娱乐扒少,191,5225,11月23日 20:01
迪丽热巴12月3号上海，我们继续嗨 ??,90,布加迪迪畏,22,1118,11月24日 08:57
"迪丽热巴#巴粉控评总结# 肉的微博又异常了，但依然想止不住给你们表白，即使我只能发图（也就是说不能让大家补赞也不能及时更新数据了） 不知道说什么好了，好想抱抱你们。也非常感谢今天私信给肉提建议的4、50个阿丝，谢谢大家 就很想哭啊回复下下面的疑问，我们曾经控 ??  展开全文c                
                    迪丽热巴#巴粉控评总结# 肉的微博又异常了，但依然想止不住给你们表白，即使我只能发图（也就是说不能让大家补赞也不能及时更新数据了） 不知道说什么好了，好想抱抱你们。也非常感谢今天私信给肉提建议的4、50个阿丝，谢谢大家 就很想哭啊回复下下面的疑问，我们曾经控到过的3w是有点点热搜加持，这个2.1w纯手工无任何加持。有热搜加持最高纪录【3w】纯手工最高纪录【2.1w】（现已达2.2w）不仅拿下了所有控评（没有“几乎”），而且今天这么多记录都是在n条线群攻的状态下创造的，今天的巴粉是我的偶像???? 以下数据为截止11.24凌晨 收起全文d",214,喜欢吃肉肉呢,100,956,11月24日 00:26
来看看#迪丽热巴白色西装#和古力娜扎同穿白色西装的样子！长发热巴精致又A又酷，短发娜扎则显得帅气干练。各有各的风格，平心而论，你更喜欢谁多一点？ 你更喜欢谁？ ??,169,吃瓜鹅每日播报,139,2256,11月21日 15:55
两位小花流量，杨紫和迪丽热巴！谁更适合红色装扮 谁更适合？ ??,110,八组每日速报,109,3848,11月21日 23:52
